========================================================================================================================================================================================================
Motion Planning Output - Robot Motor States and Attached Magnet Position
========================================================================================================================================================================================================

Motor Position Ranges:
  - θ1 (ω1 Motor): -360° to +360° (Front section rotation)
  - θ2 (ω2 Motor): -360° to +360° (Rear section rotation)
  - θ3 (ω3 Motor): -90° to +90° (Inter-section rotation)
  - s  (v Motor):  0mm to 8mm (Linear displacement)

State Code Format: ω1ω2ω3vm1m2
  - ω1,ω2,ω3,v: 0=Stop, 1=Forward/CW, 2=Reverse/CCW
  - m1,m2: 0=OFF(detached), 1=ON(attached)

Attached Magnet Position:
  - Shows the 3D coordinate (X, Y, Z) of the magnet that is attached (ON) to the cylinder inner wall
  - Coordinate system: X and Y are radial coordinates, Z is axial coordinate (0-1000mm)
  - Cylinder inner wall radius: 900mm
  - When both magnets are ON, both positions are shown

========================================================================================================================================================================================================

Step	State	ω1	ω2	ω3	v	M1	M2	Dur(s)	Time(s)	θ1(°)	θ2(°)	θ3(°)	s(mm)	Attached Magnet Position (X,Y,Z)	Description
1004	002010	0	0	2	0	1	0	1.222	2704.436	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1005	000011	0	0	0	0	1	1	0.500	2704.936	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1006	000001	0	0	0	0	0	1	0.500	2705.436	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1007	001001	0	0	1	0	0	1	1.222	2706.657	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1008	002201	0	0	2	2	0	1	12.800	2719.457	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1009	002001	0	0	2	0	0	1	1.222	2720.679	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1010	000011	0	0	0	0	1	1	0.500	2721.179	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1011	000010	0	0	0	0	1	0	0.500	2721.679	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1012	001010	0	0	1	0	1	0	1.222	2722.901	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1013	001110	0	0	1	1	1	0	12.800	2735.701	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1014	002010	0	0	2	0	1	0	1.222	2736.923	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1015	000011	0	0	0	0	1	1	0.500	2737.423	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1016	000001	0	0	0	0	0	1	0.500	2737.923	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1017	001001	0	0	1	0	0	1	1.222	2739.144	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1018	002201	0	0	2	2	0	1	12.800	2751.944	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1019	002001	0	0	2	0	0	1	1.222	2753.166	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1020	000011	0	0	0	0	1	1	0.500	2753.666	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1021	000010	0	0	0	0	1	0	0.500	2754.166	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1022	001010	0	0	1	0	1	0	1.222	2755.388	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1023	001110	0	0	1	1	1	0	12.800	2768.188	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1024	002010	0	0	2	0	1	0	1.222	2769.409	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1025	000011	0	0	0	0	1	1	0.500	2769.909	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1026	000001	0	0	0	0	0	1	0.500	2770.409	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1027	001001	0	0	1	0	0	1	1.222	2771.631	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1028	002201	0	0	2	2	0	1	12.800	2784.431	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1029	002001	0	0	2	0	0	1	1.222	2785.653	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1030	000011	0	0	0	0	1	1	0.500	2786.153	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1031	000010	0	0	0	0	1	0	0.500	2786.653	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1032	001010	0	0	1	0	1	0	1.222	2787.875	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1033	001110	0	0	1	1	1	0	1.600	2789.475	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1034	002010	0	0	2	0	1	0	1.222	2790.696	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1035	000011	0	0	0	0	1	1	0.500	2791.196	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1036	000001	0	0	0	0	0	1	0.500	2791.696	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1037	001001	0	0	1	0	0	1	1.222	2792.918	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1038	002201	0	0	2	2	0	1	1.600	2794.518	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1039	002001	0	0	2	0	0	1	1.222	2795.740	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1040	000011	0	0	0	0	1	1	0.500	2796.240	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1041	000010	0	0	0	0	1	0	0.500	2796.740	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1042	001010	0	0	1	0	1	0	1.222	2797.962	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1043	001110	0	0	1	1	1	0	12.800	2810.762	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1044	002010	0	0	2	0	1	0	1.222	2811.983	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1045	000011	0	0	0	0	1	1	0.500	2812.483	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1046	000001	0	0	0	0	0	1	0.500	2812.983	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1047	001001	0	0	1	0	0	1	1.222	2814.205	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1048	002201	0	0	2	2	0	1	12.800	2827.005	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1049	002001	0	0	2	0	0	1	1.222	2828.227	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1050	000011	0	0	0	0	1	1	0.500	2828.727	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1051	000010	0	0	0	0	1	0	0.500	2829.227	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1052	001010	0	0	1	0	1	0	1.222	2830.449	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1053	001110	0	0	1	1	1	0	12.800	2843.249	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1054	002010	0	0	2	0	1	0	1.222	2844.470	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1055	000011	0	0	0	0	1	1	0.500	2844.970	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1056	000001	0	0	0	0	0	1	0.500	2845.470	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1057	001001	0	0	1	0	0	1	1.222	2846.692	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1058	002201	0	0	2	2	0	1	12.800	2859.492	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1059	002001	0	0	2	0	0	1	1.222	2860.714	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1060	000011	0	0	0	0	1	1	0.500	2861.214	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1061	000010	0	0	0	0	1	0	0.500	2861.714	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1062	001010	0	0	1	0	1	0	1.222	2862.935	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1063	001110	0	0	1	1	1	0	12.800	2875.735	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1064	002010	0	0	2	0	1	0	1.222	2876.957	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1065	000011	0	0	0	0	1	1	0.500	2877.457	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1066	000001	0	0	0	0	0	1	0.500	2877.957	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1067	001001	0	0	1	0	0	1	1.222	2879.179	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1068	002201	0	0	2	2	0	1	12.800	2891.979	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1069	002001	0	0	2	0	0	1	1.222	2893.201	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1070	000011	0	0	0	0	1	1	0.500	2893.701	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1071	000010	0	0	0	0	1	0	0.500	2894.201	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1072	001010	0	0	1	0	1	0	1.222	2895.422	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1073	001110	0	0	1	1	1	0	1.600	2897.022	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1074	002010	0	0	2	0	1	0	1.222	2898.244	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1075	000011	0	0	0	0	1	1	0.500	2898.744	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1076	000001	0	0	0	0	0	1	0.500	2899.244	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1077	001001	0	0	1	0	0	1	1.222	2900.466	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1078	002201	0	0	2	2	0	1	1.600	2902.066	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1079	002001	0	0	2	0	0	1	1.222	2903.288	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1080	000011	0	0	0	0	1	1	0.500	2903.788	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1081	000010	0	0	0	0	1	0	0.500	2904.288	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1082	001010	0	0	1	0	1	0	1.222	2905.509	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1083	001110	0	0	1	1	1	0	12.800	2918.309	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1084	002010	0	0	2	0	1	0	1.222	2919.531	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1085	000011	0	0	0	0	1	1	0.500	2920.031	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1086	000001	0	0	0	0	0	1	0.500	2920.531	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1087	001001	0	0	1	0	0	1	1.222	2921.753	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1088	002201	0	0	2	2	0	1	12.800	2934.553	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1089	002001	0	0	2	0	0	1	1.222	2935.774	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1090	000011	0	0	0	0	1	1	0.500	2936.274	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1091	000010	0	0	0	0	1	0	0.500	2936.774	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1092	001010	0	0	1	0	1	0	1.222	2937.996	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1093	001110	0	0	1	1	1	0	12.800	2950.796	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1094	002010	0	0	2	0	1	0	1.222	2952.018	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1095	000011	0	0	0	0	1	1	0.500	2952.518	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1096	000001	0	0	0	0	0	1	0.500	2953.018	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1097	001001	0	0	1	0	0	1	1.222	2954.240	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1098	002201	0	0	2	2	0	1	12.800	2967.040	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1099	002001	0	0	2	0	0	1	1.222	2968.261	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1100	000011	0	0	0	0	1	1	0.500	2968.761	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1101	000010	0	0	0	0	1	0	0.500	2969.261	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1102	001010	0	0	1	0	1	0	1.222	2970.483	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1103	001110	0	0	1	1	1	0	12.800	2983.283	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1104	002010	0	0	2	0	1	0	1.222	2984.505	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1105	000011	0	0	0	0	1	1	0.500	2985.005	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1106	000001	0	0	0	0	0	1	0.500	2985.505	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1107	001001	0	0	1	0	0	1	1.222	2986.727	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1108	002201	0	0	2	2	0	1	12.800	2999.527	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1109	002001	0	0	2	0	0	1	1.222	3000.748	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1110	000011	0	0	0	0	1	1	0.500	3001.248	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1111	000010	0	0	0	0	1	0	0.500	3001.748	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1112	001010	0	0	1	0	1	0	1.222	3002.970	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1113	001110	0	0	1	1	1	0	1.600	3004.570	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1114	002010	0	0	2	0	1	0	1.222	3005.792	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1115	000011	0	0	0	0	1	1	0.500	3006.292	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1116	000001	0	0	0	0	0	1	0.500	3006.792	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1117	001001	0	0	1	0	0	1	1.222	3008.014	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1118	002201	0	0	2	2	0	1	1.600	3009.614	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1119	002001	0	0	2	0	0	1	1.222	3010.835	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1120	000011	0	0	0	0	1	1	0.500	3011.335	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1121	000010	0	0	0	0	1	0	0.500	3011.835	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1122	001010	0	0	1	0	1	0	1.222	3013.057	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1123	001110	0	0	1	1	1	0	12.800	3025.857	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1124	002010	0	0	2	0	1	0	1.222	3027.079	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1125	000011	0	0	0	0	1	1	0.500	3027.579	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1126	000001	0	0	0	0	0	1	0.500	3028.079	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1127	001001	0	0	1	0	0	1	1.222	3029.300	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1128	002201	0	0	2	2	0	1	12.800	3042.100	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1129	002001	0	0	2	0	0	1	1.222	3043.322	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1130	000011	0	0	0	0	1	1	0.500	3043.822	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1131	000010	0	0	0	0	1	0	0.500	3044.322	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1132	001010	0	0	1	0	1	0	1.222	3045.544	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1133	001110	0	0	1	1	1	0	12.800	3058.344	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1134	002010	0	0	2	0	1	0	1.222	3059.566	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1135	000011	0	0	0	0	1	1	0.500	3060.066	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1136	000001	0	0	0	0	0	1	0.500	3060.566	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1137	001001	0	0	1	0	0	1	1.222	3061.787	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1138	002201	0	0	2	2	0	1	12.800	3074.587	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1139	002001	0	0	2	0	0	1	1.222	3075.809	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1140	000011	0	0	0	0	1	1	0.500	3076.309	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1141	000010	0	0	0	0	1	0	0.500	3076.809	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1142	001010	0	0	1	0	1	0	1.222	3078.031	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1143	001110	0	0	1	1	1	0	12.800	3090.831	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1144	002010	0	0	2	0	1	0	1.222	3092.053	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1145	000011	0	0	0	0	1	1	0.500	3092.553	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1146	000001	0	0	0	0	0	1	0.500	3093.053	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1147	001001	0	0	1	0	0	1	1.222	3094.274	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1148	002201	0	0	2	2	0	1	12.800	3107.074	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1149	002001	0	0	2	0	0	1	1.222	3108.296	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1150	000011	0	0	0	0	1	1	0.500	3108.796	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1151	000010	0	0	0	0	1	0	0.500	3109.296	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1152	001010	0	0	1	0	1	0	1.222	3110.518	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1153	001110	0	0	1	1	1	0	1.600	3112.118	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1154	002010	0	0	2	0	1	0	1.222	3113.339	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1155	000011	0	0	0	0	1	1	0.500	3113.839	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1156	000001	0	0	0	0	0	1	0.500	3114.339	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1157	001001	0	0	1	0	0	1	1.222	3115.561	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1158	002201	0	0	2	2	0	1	1.600	3117.161	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1159	002001	0	0	2	0	0	1	1.222	3118.383	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1160	000011	0	0	0	0	1	1	0.500	3118.883	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1161	000010	0	0	0	0	1	0	0.500	3119.383	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1162	001010	0	0	1	0	1	0	1.222	3120.605	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1163	001110	0	0	1	1	1	0	12.800	3133.405	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1164	002010	0	0	2	0	1	0	1.222	3134.626	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
